# Observation File: observation.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: water content [mol]
# Region: subsurface domain
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.01 temperature [K]
# Region: subsurface point -0.01
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.04 temperature [K]
# Region: subsurface point -0.04
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.1 temperature [K]
# Region: subsurface point -0.1
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.2 temperature [K]
# Region: subsurface point -0.2
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.4 temperature [K]
# Region: subsurface point -0.4
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.8 temperature [K]
# Region: subsurface point -0.8
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.2 temperature [K]
# Region: subsurface point -1.2
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.6 temperature [K]
# Region: subsurface point -1.6
# Functional: point
# Variable: temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.01 saturation liquid
# Region: subsurface point -0.01
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.04 saturation liquid
# Region: subsurface point -0.04
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.1 saturation liquid
# Region: subsurface point -0.1
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.2 saturation liquid
# Region: subsurface point -0.2
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.4 saturation liquid
# Region: subsurface point -0.4
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -0.8 saturation liquid
# Region: subsurface point -0.8
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.2 saturation liquid
# Region: subsurface point -1.2
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: point -1.6 saturation liquid
# Region: subsurface point -1.6
# Functional: point
# Variable: saturation_liquid
# Number of Vectors: 1
# =============================================================================
"time [s]" "water content [mol]" "point -0.01 temperature [K]" "point -0.04 temperature [K]" "point -0.1 temperature [K]" "point -0.2 temperature [K]" "point -0.4 temperature [K]" "point -0.8 temperature [K]" "point -1.2 temperature [K]" "point -1.6 temperature [K]" "point -0.01 saturation liquid" "point -0.04 saturation liquid" "point -0.1 saturation liquid" "point -0.2 saturation liquid" "point -0.4 saturation liquid" "point -0.8 saturation liquid" "point -1.2 saturation liquid" "point -1.6 saturation liquid"
9.331200000000e+06 1.196116405261e+06 2.928614686722e+02 2.921910449678e+02 2.910636047745e+02 2.892211062293e+02 2.860671770403e+02 2.807634038441e+02 2.754731651509e+02 2.721165468217e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.777623376399e-01
9.417600000000e+06 1.196116405255e+06 2.928623830578e+02 2.921963769604e+02 2.910762489651e+02 2.892450996841e+02 2.861077506707e+02 2.808187828098e+02 2.755203518977e+02 2.721370536580e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.786700665894e-01
9.504000000000e+06 1.196116405257e+06 2.928632051741e+02 2.922011715789e+02 2.910876450227e+02 2.892668099726e+02 2.861446094653e+02 2.808692049015e+02 2.755639066230e+02 2.721559437273e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.795322527156e-01
9.590400000000e+06 1.196116405268e+06 2.928639495626e+02 2.922055132862e+02 2.910979696483e+02 2.892865037193e+02 2.861781198814e+02 2.809152498219e+02 2.756045367421e+02 2.721733078322e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.803478976869e-01
9.676800000000e+06 1.196116405280e+06 2.928646255466e+02 2.922094562109e+02 2.911073480849e+02 2.893044052470e+02 2.862086391686e+02 2.809574756956e+02 2.756429086288e+02 2.721893002953e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.811196051796e-01
9.763200000000e+06 1.196116405285e+06 2.928652409292e+02 2.922130458806e+02 2.911158879300e+02 2.893207165910e+02 2.862365082242e+02 2.809964023127e+02 2.756795371040e+02 2.722040739836e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.818507230945e-01
9.849600000000e+06 1.196116405289e+06 2.928658027473e+02 2.922163230457e+02 2.911236860207e+02 2.893356226696e+02 2.862620454884e+02 2.810324958142e+02 2.757147888075e+02 2.722177562481e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.825440749467e-01
9.936000000000e+06 1.196116405287e+06 2.928663173509e+02 2.922193250292e+02 2.911308312283e+02 2.893492935322e+02 2.862855436333e+02 2.810661658474e+02 2.757489457716e+02 2.722304550912e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.832021072033e-01
1.002240000000e+07 1.196116405287e+06 2.928667907053e+02 2.922220864683e+02 2.911374057970e+02 2.893618856930e+02 2.863072690292e+02 2.810977699067e+02 2.757822360380e+02 2.722422633898e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.838269844259e-01
1.010880000000e+07 1.196116405285e+06 2.928672280614e+02 2.922246380987e+02 2.911434829554e+02 2.893735393074e+02 2.863274599498e+02 2.811276188775e+02 2.758148497963e+02 2.722532619046e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.844206530380e-01
1.019520000000e+07 1.196116405287e+06 2.928676342013e+02 2.922270077905e+02 2.911491289215e+02 2.893843804404e+02 2.863463287520e+02 2.811559833434e+02 2.758469489589e+02 2.722635215041e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.849848858036e-01
1.028160000000e+07 1.196116405285e+06 2.928680134324e+02 2.922292206001e+02 2.911544031833e+02 2.893945219268e+02 2.863640639622e+02 2.811830992538e+02 2.758786733703e+02 2.722731048617e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.855213142404e-01
1.036800000000e+07 1.196116405278e+06 2.928683695335e+02 2.922312985948e+02 2.911593581979e+02 2.894040634364e+02 2.863808318296e+02 2.812091726057e+02 2.759101451177e+02 2.722820677888e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.860314533903e-01
1.045440000000e+07 1.196116405276e+06 2.928687058635e+02 2.922332613772e+02 2.911640404551e+02 2.894130931062e+02 2.863967788370e+02 2.812343836567e+02 2.759414717650e+02 2.722904603097e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.865167217304e-01
1.054080000000e+07 1.196116405271e+06 2.928690254169e+02 2.922351264434e+02 2.911684914400e+02 2.894216892444e+02 2.864120343322e+02 2.812588906419e+02 2.759727489047e+02 2.722983275489e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.869784580770e-01
1.062720000000e+07 1.196116405266e+06 2.928693308000e+02 2.922369090179e+02 2.911727473313e+02 2.894299204135e+02 2.864267118731e+02 2.812828326333e+02 2.760040621626e+02 2.723057104822e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.874179368157e-01
1.071360000000e+07 1.196116405269e+06 2.928696243640e+02 2.922386224037e+02 2.911768396731e+02 2.894378465647e+02 2.864409111182e+02 2.813063322150e+02 2.760354889441e+02 2.723126465905e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.878363824901e-01
1.080000000000e+07 1.196116405288e+06 2.928699080138e+02 2.922402784817e+02 2.911807967373e+02 2.894455210552e+02 2.864547201635e+02 2.813294978706e+02 2.760670998976e+02 2.723191704459e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.882349847473e-01
1.088640000000e+07 1.196116405296e+06 2.928701836681e+02 2.922418876895e+02 2.911846431951e+02 2.894529906470e+02 2.864682166148e+02 2.813524259744e+02 2.760989603021e+02 2.723253142613e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.886149147271e-01
1.097280000000e+07 1.196116405296e+06 2.928704528517e+02 2.922434591348e+02 2.911884007033e+02 2.894602964722e+02 2.864814689614e+02 2.813752025098e+02 2.761311313026e+02 2.723311084324e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.889773443375e-01
1.105920000000e+07 1.196116405304e+06 2.928707169227e+02 2.922450010547e+02 2.911920888365e+02 2.894674754390e+02 2.864945383149e+02 2.813979048683e+02 2.761636712731e+02 2.723365821115e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.893234705075e-01
1.114560000000e+07 1.196116405306e+06 2.928709771778e+02 2.922465205598e+02 2.911957244649e+02 2.894745597695e+02 2.865074788065e+02 2.814206031541e+02 2.761966372403e+02 2.723417638663e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.896545478425e-01
1.123200000000e+07 1.196116405304e+06 2.928712346555e+02 2.922480241964e+02 2.911993231482e+02 2.894815787793e+02 2.865203392952e+02 2.814433617978e+02 2.762300867278e+02 2.723466825160e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.899719355984e-01
1.131840000000e+07 1.196116405300e+06 2.928714904241e+02 2.922495176902e+02 2.912028984392e+02 2.894885583837e+02 2.865331637290e+02 2.814662409267e+02 2.762640802824e+02 2.723513683042e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.902771700833e-01
1.140480000000e+07 1.196116405181e+06 2.928717402632e+02 2.922510949397e+02 2.912065654931e+02 2.894956127059e+02 2.865460590427e+02 2.814892850107e+02 2.762985711523e+02 2.723559052731e+02 9.991821288217e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.905754183755e-01
1.149120000000e+07 1.196116405155e+06 2.928714683772e+02 2.922516070337e+02 2.912105337027e+02 2.895041711020e+02 2.865609322810e+02 2.815140399531e+02 2.763345522467e+02 2.723602818059e+02 9.864165927324e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.908656838161e-01
1.157760000000e+07 1.196116405155e+06 2.928713482700e+02 2.922515994481e+02 2.912133099264e+02 2.895114744008e+02 2.865752291126e+02 2.815389954274e+02 2.763712918316e+02 2.723645289381e+02 9.784388551024e-01 9.981617060531e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.911498081892e-01
1.166400000000e+07 1.196116405157e+06 2.928713099677e+02 2.922516638195e+02 2.912158041797e+02 2.895182603670e+02 2.865890578485e+02 2.815641122636e+02 2.764089905499e+02 2.723687315269e+02 9.722410662880e-01 9.942228908998e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.914333488604e-01
1.175040000000e+07 1.196116405160e+06 2.928712858110e+02 2.922517148398e+02 2.912181608603e+02 2.895247820177e+02 2.866026163380e+02 2.815895255132e+02 2.764481588851e+02 2.723730870160e+02 9.664902733168e-01 9.899083113641e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.917297457931e-01
1.183680000000e+07 1.196116405158e+06 2.928712724382e+02 2.922517766082e+02 2.912204607617e+02 2.895311854017e+02 2.866160947806e+02 2.816155210811e+02 2.764905884434e+02 2.723783004983e+02 9.610861028185e-01 9.854986627367e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.920879459435e-01
1.192320000000e+07 1.196116405159e+06 2.928713692650e+02 2.922523647855e+02 2.912223034144e+02 2.895361973132e+02 2.866290047604e+02 2.816558600857e+02 2.766549276596e+02 2.724216671240e+02 9.610712676872e-01 9.854862994676e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 2.952207717575e-01
1.200960000000e+07 1.196116405156e+06 2.928716320175e+02 2.922538917574e+02 2.912256729056e+02 2.895434536896e+02 2.866468442168e+02 2.817164635622e+02 2.768558029847e+02 2.724835887023e+02 9.624001603617e-01 9.865963254500e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.002405498748e-01
1.209600000000e+07 1.196116405154e+06 2.928720590616e+02 2.922563460799e+02 2.912309600435e+02 2.895541528382e+02 2.866714729414e+02 2.817918650458e+02 2.770434346597e+02 2.725476170125e+02 9.642876868967e-01 9.881456468020e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.062665839933e-01
1.218240000000e+07 1.196116405155e+06 2.928726447537e+02 2.922596993357e+02 2.912381084968e+02 2.895682741435e+02 2.867023175304e+02 2.818746978818e+02 2.772072654908e+02 2.726073986063e+02 9.669566331758e-01 9.902747794362e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.128790741262e-01
1.226880000000e+07 1.196116405153e+06 2.928733864384e+02 2.922639177603e+02 2.912469395170e+02 2.895853437770e+02 2.867378701293e+02 2.819593367454e+02 2.773481879710e+02 2.726609558834e+02 9.707194343012e-01 9.931287364280e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.198565002461e-01
1.235520000000e+07 1.196116405168e+06 2.928742790030e+02 2.922689271538e+02 2.912571415249e+02 2.896046128240e+02 2.867763479482e+02 2.820421460413e+02 2.774696273083e+02 2.727080649211e+02 9.760432172046e-01 9.967589799129e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.270658148937e-01
1.244160000000e+07 1.196116405168e+06 2.928753635063e+02 2.922747233168e+02 2.912683679019e+02 2.896252708953e+02 2.868160966899e+02 2.821209952599e+02 2.775749661943e+02 2.727491637090e+02 9.844082183867e-01 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.344161493907e-01
1.252800000000e+07 1.196116405180e+06 2.928768772229e+02 2.922812397122e+02 2.912804410352e+02 2.896469879595e+02 2.868562723037e+02 2.821951068058e+02 2.776671240008e+02 2.727849220076e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.418427727816e-01
1.261440000000e+07 1.196116405181e+06 2.928778752531e+02 2.922868886812e+02 2.912933527770e+02 2.896708927903e+02 2.868983081198e+02 2.822658065044e+02 2.777490740328e+02 2.728161041274e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.493130205517e-01
1.270080000000e+07 1.196116405183e+06 2.928787163535e+02 2.922917961003e+02 2.913050393684e+02 2.896933831572e+02 2.869384506372e+02 2.823312546911e+02 2.778219892716e+02 2.728434330194e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.568160043386e-01
1.278720000000e+07 1.196116405179e+06 2.928794996307e+02 2.922963711953e+02 2.913159804168e+02 2.897145873624e+02 2.869763585618e+02 2.823916315563e+02 2.778873708642e+02 2.728675934144e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.643729441034e-01
1.287360000000e+07 1.196116405178e+06 2.928802392220e+02 2.923006908804e+02 2.913263095242e+02 2.897346013985e+02 2.870120053645e+02 2.824473629274e+02 2.779465512719e+02 2.728892144170e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.720407266930e-01
1.296000000000e+07 1.196116405177e+06 2.928809423010e+02 2.923047950402e+02 2.913361111390e+02 2.897535486677e+02 2.870455648467e+02 2.824990557907e+02 2.780007619472e+02 2.729088520557e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.799110565934e-01
1.304640000000e+07 1.196116405181e+06 2.928816157724e+02 2.923087244984e+02 2.913454789622e+02 2.897715987226e+02 2.870773410759e+02 2.825474291597e+02 2.780511498546e+02 2.729269692121e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.881031832253e-01
1.313280000000e+07 1.196116405178e+06 2.928822673001e+02 2.923125228209e+02 2.913545156038e+02 2.897889480994e+02 2.871077011274e+02 2.825932317434e+02 2.780987476266e+02 2.729439136623e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 3.967483157165e-01
1.321920000000e+07 1.196116405183e+06 2.928829032748e+02 2.923162277165e+02 2.913633125464e+02 2.898057793295e+02 2.871369962726e+02 2.826371389827e+02 2.781444018161e+02 2.729598985821e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.059643620685e-01
1.330560000000e+07 1.196116405188e+06 2.928835269436e+02 2.923198590243e+02 2.913719220665e+02 2.898222084452e+02 2.871654726386e+02 2.826796334567e+02 2.781886735220e+02 2.729749959879e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.158231445150e-01
1.339200000000e+07 1.196116405185e+06 2.928841367919e+02 2.923234095460e+02 2.913803350726e+02 2.898382417525e+02 2.871931962193e+02 2.827209032568e+02 2.782317562390e+02 2.729891589426e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.263211529517e-01
1.347840000000e+07 1.196116405191e+06 2.928847277138e+02 2.923268505334e+02 2.913884913136e+02 2.898537873608e+02 2.872200602861e+02 2.827608548033e+02 2.782735289197e+02 2.730023041708e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.373946545607e-01
1.356480000000e+07 1.196116405192e+06 2.928852937584e+02 2.923301527239e+02 2.913963285328e+02 2.898687368324e+02 2.872459060853e+02 2.827992946065e+02 2.783138168528e+02 2.730144731526e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.490492009210e-01
1.365120000000e+07 1.196116405214e+06 2.928858151569e+02 2.923331943589e+02 2.914035711138e+02 2.898826251860e+02 2.872700387146e+02 2.828352588822e+02 2.783514882577e+02 2.730253388467e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.608569346915e-01
1.373760000000e+07 1.196116405214e+06 2.928862996819e+02 2.923360216954e+02 2.914103076902e+02 2.898955633391e+02 2.872925750148e+02 2.828689063204e+02 2.783868038597e+02 2.730350763371e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.728101456703e-01
1.382400000000e+07 1.196116405217e+06 2.928867515395e+02 2.923386580318e+02 2.914165903518e+02 2.899076366446e+02 2.873136314218e+02 2.829004034913e+02 2.784200043611e+02 2.730438332054e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.849013080632e-01
1.391040000000e+07 1.196116405225e+06 2.928871733674e+02 2.923411194034e+02 2.914224567618e+02 2.899189140770e+02 2.873333176178e+02 2.829299167864e+02 2.784513083289e+02 2.730517418763e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 4.971228250185e-01
1.399680000000e+07 1.196116405228e+06 2.928875676102e+02 2.923434198575e+02 2.914279400934e+02 2.899294579353e+02 2.873517383661e+02 2.829576097602e+02 2.784809264767e+02 2.730590896664e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.094622947748e-01
1.408320000000e+07 1.196116405237e+06 2.928879364829e+02 2.923455722526e+02 2.914330708707e+02 2.899393263133e+02 2.873689941232e+02 2.829836414409e+02 2.785090552873e+02 2.730660105723e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.219093020198e-01
1.416960000000e+07 1.196116405249e+06 2.928882819513e+02 2.923475881414e+02 2.914378767464e+02 2.899485729029e+02 2.873851801876e+02 2.830081634613e+02 2.785358695917e+02 2.730725431785e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.344557941047e-01
1.425600000000e+07 1.196116405266e+06 2.928886059789e+02 2.923494790660e+02 2.914423851400e+02 2.899572500239e+02 2.874003880996e+02 2.830313184635e+02 2.785615231552e+02 2.730787223623e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.470945328690e-01
1.434240000000e+07 1.196116405276e+06 2.928889104535e+02 2.923512557243e+02 2.914466214978e+02 2.899654067297e+02 2.874147042422e+02 2.830532389892e+02 2.785861513537e+02 2.730845796539e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.598189406413e-01
1.442880000000e+07 1.196116405266e+06 2.928891969820e+02 2.923529278159e+02 2.914506091146e+02 2.899730883516e+02 2.874282090370e+02 2.830740469912e+02 2.786098738623e+02 2.730901435904e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.726229930460e-01
1.451520000000e+07 1.196116405261e+06 2.928894672611e+02 2.923545048827e+02 2.914543706510e+02 2.899803382517e+02 2.874409780462e+02 2.830938544581e+02 2.786327971237e+02 2.730954400486e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.855011402273e-01
1.460160000000e+07 1.196116405263e+06 2.928897226638e+02 2.923559955919e+02 2.914579268975e+02 2.899871965619e+02 2.874530813591e+02 2.831127639028e+02 2.786550163520e+02 2.731004925499e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 5.984482453608e-01
1.468800000000e+07 1.196116405274e+06 2.928899647146e+02 2.923574082286e+02 2.914612974392e+02 2.899937007203e+02 2.874645837776e+02 2.831308688408e+02 2.786766169759e+02 2.731053225362e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.114595349968e-01
1.477440000000e+07 1.196116405280e+06 2.928901946657e+02 2.923587503099e+02 2.914645002412e+02 2.899998852333e+02 2.874755450100e+02 2.831482546226e+02 2.786976760276e+02 2.731099496183e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.245305578835e-01
1.486080000000e+07 1.196116405302e+06 2.928904137497e+02 2.923600288811e+02 2.914675520263e+02 2.900057820415e+02 2.874860199860e+02 2.831649990600e+02 2.787182631467e+02 2.731143918010e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.376571499376e-01
1.494720000000e+07 1.196116405305e+06 2.928906229926e+02 2.923612502716e+02 2.914704679594e+02 2.900114203222e+02 2.874960590545e+02 2.831811731643e+02 2.787384415491e+02 2.731186656848e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.508354032501e-01
1.503360000000e+07 1.196116405282e+06 2.928908234219e+02 2.923624202279e+02 2.914732616847e+02 2.900168263791e+02 2.875057078465e+02 2.831968414262e+02 2.787582685891e+02 2.731227866506e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.640616389555e-01
1.512000000000e+07 1.196116405285e+06 2.928910160428e+02 2.923635445416e+02 2.914759469095e+02 2.900220258105e+02 2.875150091977e+02 2.832120630222e+02 2.787777966307e+02 2.731267690291e+02 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 1.000000000000e+00 6.773323832410e-01
